frame,x,y,z,roll_deg,pitch_deg,yaw_deg
0,0.0,0.0,0.0,0.0,-0.0,0.0
1,-0.0006711150313436798,-3.617900339992075e-05,-3.69968837872278e-05,0.001792328170709992,-0.0020466250098026117,6.998148933473768e-05
2,-0.0012043062622706182,5.6335386010383734e-05,-0.00020616292476657977,-0.00133739363951187,0.0013048449274170213,-0.0009354412420351859
3,-0.0003104398141001465,0.00021361520057843356,-0.0002591495731673135,-0.0035067147186166165,0.0011212813942670199,-0.0038106031259599596
4,-0.00037061568586961466,0.0008077407129266621,-3.1425592105627676e-05,-0.002527764442160265,0.0008816556894731202,-0.006999045670915665
5,-0.0005960879692304523,0.000903786648194652,-0.0003839659773553177,0.0019510720391882365,-0.0029560273433006895,-0.005646138521034068
6,-0.0007222941671339491,0.0010971547578964903,-0.00037605473465799797,-0.0046841349047467675,-0.00721133594936407,-0.002864799330120531
7,-0.0002894997675822786,0.0008214105348299525,-0.00037031542895211246,0.005038706986293412,-0.0006881973888117243,-0.0069502285654424135
8,0.000479620204212713,0.0013609679360846432,-0.000633123331714971,0.016576423788390377,0.0010503689913320489,-0.0011513432537192756
9,0.00427166505623927,0.000990772381110762,-0.0004234172607748768,0.01496922763656558,0.007804632003597847,-0.9355506288288157
10,0.005175246376658051,-0.0018233083011240504,-0.0006734901761343878,0.014463063592445641,0.017439808934911472,-3.352226865684738
11,0.005089827250543545,-0.0047655995224947885,-0.0006903829516375985,0.0064500891345647265,0.009725312352499923,-5.789124573248509
12,0.005517011546335513,-0.007509086537184087,-0.0010864906009766155,0.0043881233603093655,0.01777240138856059,-8.23886856672057
13,0.004913181165170503,-0.010287212448609792,-0.0007425696537824607,-0.02152527030938692,0.02071043076105579,-10.685619822085082
14,0.002675852354704615,-0.013057936453620703,-0.0008777520005215774,-0.03414090739159323,0.026636350385084252,-13.206220418924797
15,-0.00038858387763439795,-0.01733883678068507,-0.0008847313895561375,-0.04709251407943487,0.022344400290584418,-15.699207615521269
16,-9.886004873653129e-05,-0.020103144540429385,-0.0007433678039479991,-0.05924984105314144,0.030578665114634175,-18.204688008011342
17,-0.00240243805851544,-0.023109301329257023,-0.0003465805363518245,-0.07058451902057356,0.022192050988337167,-20.693384990234122
18,-0.0027997880268857767,-0.025083534171311647,-0.0002825251532577355,-0.0782690145118724,0.03425163639536977,-23.239057237691668
19,-0.005107949418505375,-0.027304203008419677,-0.0005476612340325797,-0.07609228064765929,0.024525692560319938,-25.729128816702588
20,-0.005508466676833537,-0.030165699905445566,-0.00027395608334231537,-0.08973141984658477,0.03647024846661911,-28.246927001037626
21,-0.007062568129925416,-0.03232672143908132,-0.0002991289370079887,-0.09020449789876021,0.02562298673155331,-30.726807796709075
22,-0.007611164818521854,-0.035682370174306276,0.0001877112789245587,-0.10135429199543297,0.04389021523428296,-33.23704735835423
23,-0.00960023590815356,-0.037617819997143795,8.821067412173312e-06,-0.09851212933167595,0.03478207920121976,-35.682040433276036
24,-0.010601698416696491,-0.039498491752204754,0.0005518010024741455,-0.10729667549489387,0.04840783304760358,-38.20243796106157
25,-0.012839462120162744,-0.040563044478619865,0.00031524423388572145,-0.1104301764121001,0.039024949173523574,-40.676976363314665
26,-0.013472214770727794,-0.04226847514127222,0.0005318900165800472,-0.11430904939875848,0.0510594363025456,-43.20684420566408
