frame,x,y,z,roll_deg,pitch_deg,yaw_deg
41,-0.04670581638106285,-0.06728380725990823,-0.0009623496201982091,-0.12894657465990775,-0.06342504101270825,-80.79343311738157
42,-0.04926675211486355,-0.06768923291738123,-0.0009448423835521644,-0.12150019365125934,-0.06164746065761889,-83.26396421859077
43,-0.05280668294934139,-0.06819509632350301,-0.0013120263959242253,-0.13494364864032038,-0.08181300084493529,-85.64330854073172
44,-0.055755577390979125,-0.0683289314754821,-0.001460381901713275,-0.12867096647440449,-0.08249886056301399,-88.13853620980842
45,-0.057551691622671104,-0.0662776995255721,-0.0014002177476828868,-0.13907088169684845,-0.09634427094107838,-90.48504283948678
46,-0.05259549302506299,-0.062341998702327636,-0.001079030346029468,-0.13609392226381034,-0.09565337151027238,-89.92149629651173
47,-0.050421327763087935,-0.06264901546547577,-0.0009001579709256365,-0.1384848726597873,-0.09512227646050926,-88.76039635724653
48,-0.04943249005694395,-0.06259623428820504,-0.0010713294837723828,-0.13319596423758337,-0.11944980667435863,-87.53345758897697
49,-0.04803472310230405,-0.062332800131891554,-0.001415627000214966,-0.12657377487678212,-0.10821621474832004,-86.26681369950145
50,-0.046625023571733946,-0.06241966846316152,-0.0010043917194275927,-0.12547219079736138,-0.08439001650848586,-85.04065892573317
51,-0.04651491164280221,-0.06312136789255945,-0.0009212526471628654,-0.11425891123571616,-0.0831510486544297,-83.87021196278275
52,-0.04513292350753513,-0.06421195428156916,-0.0016511813324789676,-0.12009050280594585,-0.09476449307173887,-82.6082268266186
53,-0.04386617739404341,-0.06401312230885965,-0.0021364233103944104,-0.11772540037235396,-0.09619431063415891,-81.34517783356183
54,-0.0427071580853381,-0.06483524330517544,-0.002036087803785587,-0.12751613144816543,-0.07517598303800933,-80.1157251272356
55,-0.04155578319261875,-0.06482713547882324,-0.001743264991702792,-0.11435084178664896,-0.06255569599834719,-78.94866133754542
56,-0.04009977230197686,-0.06447128801258019,-0.0021476595247122746,-0.11116652096634005,-0.08948386190701675,-77.72145736013624
57,-0.039359372317369835,-0.06429284316249204,-0.002171694846900782,-0.12014407468924863,-0.09003260766957395,-76.45918780282348
58,-0.038621894797504656,-0.06395363347189395,-0.0019479989817792458,-0.12467816555842272,-0.05945330479816157,-75.22031942346112
59,-0.038361776384393094,-0.0632610486232889,-0.0021097228699051692,-0.11835169386331762,-0.05422438107592875,-74.00930863028263
60,-0.03798306815734888,-0.06250151101439973,-0.0027722536276385264,-0.1150300023575028,-0.07064408521722701,-72.76125171019508
61,-0.03691680323393388,-0.06175379240873994,-0.003086544549067569,-0.12375516025059323,-0.07841584501870116,-71.48390143225441
62,-0.03566771212412595,-0.06186962381913792,-0.0026967317042269996,-0.13021586527143106,-0.04484903780579273,-70.23612905206346
63,-0.03340168729572859,-0.060547050665383656,-0.00251538848937327,-0.1191628554003496,-0.029800119816986444,-69.02313868402614
64,-0.031638176815537815,-0.05898215239677361,-0.0031151826172805073,-0.11687626287273459,-0.06022376878607145,-67.79912160950671
65,-0.02850940118648776,-0.05629155830067393,-0.0032695419923255142,-0.11951375103613092,-0.06535960292420614,-66.46303152147331
66,-0.027417884307625477,-0.05506269110000799,-0.002955053962660051,-0.12485792203260421,-0.03883595513662173,-65.17391343128682
67,-0.026389391675770157,-0.05441959334814725,-0.002626072151136328,-0.11402368217629785,-0.03184385654713577,-63.94500194174435
68,-0.025349625956285163,-0.052774213136805095,-0.002755195811264456,-0.10527911810713858,-0.0589585050116503,-62.709656816973975
69,-0.024037518162430407,-0.05217329472242779,-0.002726408002949759,-0.11013912812160812,-0.06714962465928209,-61.41501392267233
70,-0.021486767140887635,-0.05117372460005049,-0.0025350441476472245,-0.11460980193111273,-0.05306118316384378,-60.122725035480244
71,-0.01863132578775352,-0.050470823743061485,-0.0024551863459992,-0.1120775043348436,-0.03179671246567825,-58.858582999712375
72,-0.016568688420279337,-0.04911195269810743,-0.0029754508542953312,-0.11110522571218248,-0.04885356761405294,-57.58073635319139
73,-0.015215612043623792,-0.04876160734657647,-0.00322541785205141,-0.11281189796866974,-0.048911663164574834,-56.287612299094036
74,-0.013448126879057325,-0.04802003284142922,-0.0030005799511929826,-0.11638701178387316,-0.029190788942841706,-54.992867608080665
75,-0.012745920785227755,-0.04780572713957502,-0.002636685378776576,-0.11009250248806682,-0.018855869522778963,-53.75831982962046
76,-0.011338521002819077,-0.04809623381744906,-0.0030857403208411874,-0.10497284623678718,-0.029807222436242044,-52.488789417393996
77,-0.009661745842451497,-0.04774233118398647,-0.0035456702669592263,-0.10321363846662066,-0.025361313167068224,-51.18433690538319
78,-0.008207705508997376,-0.04767048354803127,-0.0032728658569714667,-0.10562412136363683,-0.012618834379511317,-49.91694876058639
79,-0.00742796849172115,-0.04715989763701486,-0.0032321290717594953,-0.09339955000473515,-0.01384081756777041,-48.715453192341634
80,-0.006366528927502992,-0.04563966218448417,-0.003547780653740655,-0.08663434851768693,-0.03165773120006204,-47.46876644470383
81,-0.005389709288541403,-0.04499105697078492,-0.0037479228544926653,-0.08559371726916504,-0.02776014194192246,-46.201917632247564
82,-0.004343314210980925,-0.04435378839429398,-0.003749313563317918,-0.08941685962392464,-0.012256501644808812,-44.93739241270872
83,-0.0038189090618675524,-0.04408699091231207,-0.0038273464847727407,-0.07353886498719027,-0.013920394849025823,-43.72214880209066
84,-0.004728028227582965,-0.04436966344129298,-0.00415944105765516,-0.06183556072917212,-0.03101335038336643,-42.471024779640736
85,-0.0041759284454432315,-0.044115755815262954,-0.004558336307366392,-0.058805587128127106,-0.03761784985992533,-41.199223133656275
86,-0.0027690581796689954,-0.04239842308117141,-0.003947824769606354,-0.06155709480653318,-0.022212488537406615,-39.932552680842626
87,-0.0016228815168736403,-0.04100302944656344,-0.0038707350872635303,-0.05957309193708636,-0.01289308488026086,-38.726286643102696
88,-0.0010549506298413087,-0.03904790451309491,-0.004430867775398074,-0.04363087350448153,-0.027598939145613913,-37.51788260301518
89,-0.0013467961294954473,-0.03526386500425678,-0.004712109746551933,-0.037093108334650085,-0.041529055459839224,-36.20958613077137
90,-0.001166059120649182,-0.03400589295771557,-0.004729216241075645,-0.03799835664707326,-0.02897781608921315,-34.92846122054087
91,-0.0005535339493614484,-0.03323844407527089,-0.00455305199167312,-0.03744121886483554,-0.025691063085934922,-33.69797940253896
92,-0.0004967312065083393,-0.03202965290241278,-0.005129053290815484,-0.030206956530864214,-0.040184311021847684,-32.49380140280704
93,0.0001558181831711068,-0.030233899409223476,-0.005378815869005896,-0.026620333201613815,-0.0522125631446543,-31.216083399227422
94,0.00037353369254159666,-0.027237200535234596,-0.005331966196359502,-0.023092468361607756,-0.04577000193640892,-29.945815968004226
95,0.002942832471295945,-0.02471029589031654,-0.005295412781950134,-0.041421051264100804,-0.018500740961522766,-28.679073751976254
96,0.0027390540882443913,-0.022506637406341217,-0.005619841223629263,-0.035297074886545994,-0.03603339203448452,-27.45126585790654
97,0.003317907933894752,-0.020864515971466848,-0.0056943974784123335,-0.038168486255469036,-0.04786076522854186,-26.1813861911719
98,0.004055535100004506,-0.019597183205682635,-0.005687540445313024,-0.0341824300875694,-0.040959660357317185,-24.917847844796967
99,0.005756632156934496,-0.019446790870519346,-0.005901518484967095,-0.024837802340693084,-0.03464789885703052,-23.673105642016484
