frame,x,y,z,roll,pitch,yaw
65,-3.0487649763827145,-2.4791609589982646,-1.8555385435968776,-147.73109964409338,6.795732192078941,-106.96144935718313
66,-3.1040953876620097,-2.4102122398279597,-1.8627963286115485,-68.80066556358727,54.005168706787956,-125.63226890906465
67,-3.162085220166509,-2.3862425302890773,-1.9111690536660875,61.9906253022832,-67.63757513656232,-154.24280923007458
68,-3.266058150190841,-2.3462942407284957,-1.9211231280803391,22.483379324484122,20.41037459069327,-57.45491335594567
69,-3.2806977794638783,-2.4485154047139424,-1.9276513623708202,-30.337436990265672,12.303267015082689,49.00939776826718
70,-2.5763151703310703,-2.1291927230498096,-2.4033371766211054,-23.613844107286308,-68.45277037226649,-95.94550698875611
71,-2.664783959387887,-2.2309332890777624,-2.423811900064858,63.60949499667707,64.84468660735091,37.73880104548252
72,-2.2554621094324974,-2.3212912170322273,-2.7590074577839574,113.53778204993391,5.348841999784126,-46.00271461357681
73,-2.1876905375864952,-2.2770493393429336,-2.72375912624838,-24.507866826834096,14.695851979156616,-54.53954588261348
74,-2.1638117287319467,-2.219661622444891,-2.802029095786452,104.64380447723305,-51.78802499490288,135.4409189371015
75,-1.9551708614032994,-1.9889260484542488,-2.4551779188843743,1.3209893047660999,5.148454416713609,-40.67493109706698
76,-1.858038452375679,-2.0548492847875526,-2.4708547863263,-13.659289369048892,12.391801813099242,-149.99137670519772
77,-1.9369517583033007,-2.0502354585978906,-2.383990582792222,150.12267396177074,45.196441196134,-131.64908747478262
78,-1.94833270581253,-2.1160569332488737,-2.3743755405787086,-178.5532969372614,-1.6464117996020275,54.78749412245772
79,-1.9961650718667228,-2.1565925216900577,-2.4466185006155627,12.520485638411465,14.110332946591244,70.53653014717112
80,-1.97810236085723,-2.115159259239796,-2.5062067498362515,73.70777915758767,-43.46370058305397,37.65011761996545
81,-2.842840482681554,-2.2940788977882223,-1.9196530391430064,-59.54763478726538,-18.549457121484924,-130.24449072020343
82,-1.7393691334501857,-1.3045786803464776,0.7780162936526587,54.2980511395092,-35.36358648452142,76.09544156237423
83,-1.7669561801129001,-1.2667213037158394,0.8383508480185687,-145.09911433695302,20.104357880473987,-147.58062016804806
84,-1.854456314826029,-1.2026200208827602,0.835777911446451,-30.72806293525864,-0.8921860055796493,47.42972526893469
85,-1.886713424599472,-1.2167879672716195,0.8484235790382512,-97.31873259688871,1.8964980061167496,-38.578965760946325
86,-1.8305518196216966,-1.2577935110311502,0.8457455429808476,-96.0961625120797,-73.69418480603122,120.57729515165663
87,-1.9303401253428036,-1.2094349524604078,0.7841601459127425,-24.133391316715322,-27.89024303456994,-117.70526558002224
88,-1.844093848043236,-1.0932650406935567,0.8022650959926222,-130.06891765987592,-48.63187262257799,-127.07994674159022
89,-1.785634755253255,-1.0119233722495447,0.9082757336223397,-143.3538353895228,-8.891953901011885,-100.88474941327506
90,-1.8724799503199958,-1.0062223548188818,0.8671139886494212,21.0750707699891,32.25512809797391,-20.10146443433614
91,-1.969047594163867,-1.109528488720355,1.0147540360008582,105.70589803759431,-48.52995520087265,55.83553036409767
92,-1.8873510221604681,-1.1972603162860584,1.0204418766073737,-147.4988335627467,-34.34072405376418,100.68991371717078
93,-1.8468872642740282,-1.296029698240489,1.0118437911600762,123.62260815288506,-38.84146573704309,-176.77695443809824
94,-1.8020050670601286,-1.2113881997559393,0.9824783636343256,-140.9555982238805,-72.85204865884285,22.712980786903195
95,-1.7707327528246106,-1.2439007254981587,0.9728505696095343,-14.921697115421301,23.903203920429807,-179.56391235934925
96,-1.7580559117813959,-1.2437460622905838,1.0264580099150433,-111.38810397028342,37.1543822123593,60.33614850579025
97,-1.9042321830547435,-1.3155148641026329,1.0404009559577436,-122.79796490362695,-25.50008309350745,87.42447965449507
98,-2.16604749195758,-0.8874327463794056,0.798466491942458,121.2305881873574,19.698190609280218,-176.22187044321055
99,-2.1096665157630885,-0.9540469858560763,0.8260095991999481,106.84384845994643,42.53484062741361,103.98944933900103
