frame,x,y,z,roll_deg,pitch_deg,yaw_deg
0,0.0,0.0,0.0,0.0,-0.0,0.0
1,-0.0006603289638324814,-2.1942378194408412e-05,-4.096652396965798e-05,0.002534359331736376,-0.0023039075543091828,0.0003053528657605916
2,-0.0011837873580711833,8.608606435686608e-05,-0.00021495497010520293,-0.0005681228603963623,0.0010246681638267376,-0.0007256146718498824
3,-0.00028992123909502346,0.00024336989272976382,-0.0002679351587159059,-0.0027374258635623817,0.0008411457744336204,-0.0036007789452865897
4,-0.0003324180727865634,0.0008289423996472323,-3.952260390432133e-05,-0.0018909166462219157,0.0006824938238545378,-0.00681388694919102
5,-0.0005599250733094475,0.0009302690295063436,-0.00039986268608660535,0.0027191969568342816,-0.0031693129968764977,-0.00547161858599109
6,-0.0006886622245360882,0.0011162558562402395,-0.00039172963740588816,-0.0039987160158626136,-0.007422810167505439,-0.0027495383681003707
7,-0.00025586725202221235,0.0008405125355348416,-0.000385992052760582,0.005724155110650256,-0.0008996209664197804,-0.006834886066871144
8,0.000515443430467361,0.0013799745337037075,-0.0006492933577090727,0.017265011221514533,0.0008165417461402702,-0.0010403327447773597
9,0.004310019292126904,0.0010430312972582365,-0.0004354396187220207,0.015859142428854667,0.007597739666297886,-0.9358337811485095
10,0.005215282033801144,-0.0017638604879767496,-0.0006848368051283625,0.015570443642886612,0.017264598289602553,-3.3526091232526345
11,0.005121783279960416,-0.004707516477763885,-0.0006856604772359209,0.007252106643282008,0.0095287671894437,-5.789590407482546
12,0.00553783049875904,-0.0074512492821300295,-0.0010789169025677613,0.004191715252779887,0.017853582943381123,-8.239608358269514
13,0.004918965086645105,-0.010232761326273487,-0.000734138737615806,-0.021842786489183922,0.02083173706642239,-10.686351090062287
14,0.002682094233105008,-0.013012291290033217,-0.0008754041999117491,-0.0344910483708357,0.02675167654287091,-13.206908886932109
15,-0.00037949083217079507,-0.017315913721589596,-0.0008758478223529383,-0.0474258144475643,0.02247852015206184,-15.69985457926749
16,-7.935925617707997e-05,-0.020107029972031315,-0.0007435799693758503,-0.05956000349436563,0.030613421546546147,-18.20515888843368
17,-0.0024003952561415572,-0.023100551874425578,-0.0003600827388585546,-0.07051080863497697,0.021869579023911737,-20.694148867458566
18,-0.0027977719789076577,-0.025074779398010495,-0.0002960280411773736,-0.0781810594966624,0.03393276592484277,-23.23982109044583
19,-0.005113211017894097,-0.027278954001772247,-0.0005750378355375647,-0.07551451517649023,0.02401374224304153,-25.730015431414664
20,-0.0055137759693834965,-0.03014044612352157,-0.0003013525568164792,-0.08913172222405938,0.035984173451148696,-28.247813481306714
21,-0.007085645766303295,-0.032265639076093824,-0.0003424214238158383,-0.08958965101003868,0.026012197057823434,-30.727706000808496
